company_code,text_title,score,strength,reasoning,expected_growth,market_expectation,historical_data
002082,[002082] 万邦德 业绩预告,100,strong,文本语义提取预测中枢增速 2174.55%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 2162.55%。,2174.55%,12.00%,
688781,[688781] 视涯科技 业绩预告,64,medium,文本语义提取预测中枢增速 19.02%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 7.02%。,19.02%,12.00%,
688802,[688802] 沐曦股份 业绩预告,100,strong,文本语义提取预测中枢增速 56.05%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 44.05%。,56.05%,12.00%,
301682,[301682] 宏明电子 业绩预告,21,negative,文本语义提取预测中枢增速 2.51%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -9.49%。,2.51%,12.00%,
688578,[688578] 艾力斯 业绩预告,100,strong,文本语义提取预测中枢增速 44.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 32.00%。,44.00%,12.00%,
301680,[301680] 固德电材 业绩预告,66,medium,文本语义提取预测中枢增速 20.05%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 8.05%。,20.05%,12.00%,
688613,[688613] 奥精医疗 业绩预告,100,strong,文本语义提取预测中枢增速 96.77%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 84.77%。,96.77%,12.00%,
688378,[688378] 奥来德 业绩预告,100,strong,文本语义提取预测中枢增速 204.69%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 192.69%。,204.69%,12.00%,
301008,[301008] 宏昌科技 业绩预告,0,negative,文本语义提取预测中枢增速 -57.50%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -69.50%。,-57.50%,12.00%,
688235,[688235] 百济神州 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
920781,[920781] 瑞奇智造 业绩预告,0,negative,文本语义提取预测中枢增速 -302.96%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -314.96%。,-302.96%,12.00%,
688041,[688041] 海光信息 业绩预告,74,medium,文本语义提取预测中枢增速 26.65%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 14.65%。,26.65%,12.00%,
605068,[605068] 明新旭腾 业绩预告,100,strong,文本语义提取预测中枢增速 108.72%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 96.72%。,108.72%,12.00%,
301281,[301281] 科源制药 业绩预告,0,negative,文本语义提取预测中枢增速 -75.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -87.00%。,-75.00%,12.00%,
601689,[601689] 拓普集团 业绩预告,10,negative,文本语义提取预测中枢增速 -8.35%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -20.35%。,-8.35%,12.00%,
603638,[603638] 艾迪精密 业绩预告,31,weak,文本语义提取预测中枢增速 12.46%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 0.46%。,12.46%,12.00%,
600575,[600575] 淮河能源 业绩预告,10,negative,文本语义提取预测中枢增速 -8.25%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -20.25%。,-8.25%,12.00%,
300124,[300124] 汇川技术 业绩预告,68,medium,文本语义提取预测中枢增速 21.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 9.00%。,21.00%,12.00%,
688816,[688816] 易思维 业绩预告,32,weak,文本语义提取预测中枢增速 12.73%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 0.73%。,12.73%,12.00%,
688818,[688818] 电科蓝天 业绩预告,21,negative,文本语义提取预测中枢增速 2.17%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -9.83%。,2.17%,12.00%,
000564,[000564] 供销大集 业绩预告,0,negative,文本语义提取预测中枢增速 -20.88%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -32.88%。,-20.88%,12.00%,
603284,[603284] 林平发展 业绩预告,74,medium,文本语义提取预测中枢增速 24.30%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 12.30%。,24.30%,12.00%,
688712,[688712] 北芯生命 业绩预告,100,strong,文本语义提取预测中枢增速 290.38%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 278.38%。,290.38%,12.00%,
001220,[001220] 世盟股份 业绩预告,3,negative,文本语义提取预测中枢增速 -15.20%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -27.20%。,-15.20%,12.00%,
900945,[900945] 海控B股 业绩预告,100,strong,文本语义提取预测中枢增速 317.15%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 305.15%。,317.15%,12.00%,
688711,[688711] 宏微科技 业绩预告,100,strong,文本语义提取预测中枢增速 220.96%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 208.96%。,220.96%,12.00%,
688667,[688667] 菱电电控 业绩预告,100,strong,文本语义提取预测中枢增速 1551.61%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 1539.61%。,1551.61%,12.00%,
688522,[688522] 纳睿雷达 业绩预告,100,strong,文本语义提取预测中枢增速 54.16%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 42.16%。,54.16%,12.00%,
688512,[688512] 慧智微 业绩预告,100,strong,文本语义提取预测中枢增速 54.04%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 42.04%。,54.04%,12.00%,
688499,[688499] 利元亨 业绩预告,100,strong,文本语义提取预测中枢增速 104.93%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 92.93%。,104.93%,12.00%,
688458,[688458] 美芯晟 业绩预告,100,strong,文本语义提取预测中枢增速 78.19%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 66.19%。,78.19%,12.00%,
688410,[688410] 山外山 业绩预告,100,strong,文本语义提取预测中枢增速 111.50%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 99.50%。,111.50%,12.00%,
688368,[688368] 晶丰明源 业绩预告,100,strong,文本语义提取预测中枢增速 299.79%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 287.79%。,299.79%,12.00%,
688365,[688365] 光云科技 业绩预告,100,strong,文本语义提取预测中枢增速 56.84%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 44.84%。,56.84%,12.00%,
688363,[688363] 华熙生物 业绩预告,100,strong,文本语义提取预测中枢增速 78.98%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 66.98%。,78.98%,12.00%,
688353,[688353] 华盛锂电 业绩预告,100,strong,文本语义提取预测中枢增速 108.59%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 96.59%。,108.59%,12.00%,
688331,[688331] 荣昌生物 业绩预告,100,strong,文本语义提取预测中枢增速 89.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 77.00%。,89.00%,12.00%,
688322,[688322] 奥比中光 业绩预告,100,strong,文本语义提取预测中枢增速 66.53%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 54.53%。,66.53%,12.00%,
688311,[688311] 盟升电子 业绩预告,100,strong,文本语义提取预测中枢增速 84.77%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 72.77%。,84.77%,12.00%,
688297,[688297] 中无人机 业绩预告,100,strong,文本语义提取预测中枢增速 262.29%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 250.29%。,262.29%,12.00%,
688293,[688293] 奥浦迈 业绩预告,100,strong,文本语义提取预测中枢增速 218.86%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 206.86%。,218.86%,12.00%,
688286,[688286] 敏芯股份 业绩预告,100,strong,文本语义提取预测中枢增速 181.23%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 169.23%。,181.23%,12.00%,
688275,[688275] 万润新能 业绩预告,100,strong,文本语义提取预测中枢增速 55.87%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 43.87%。,55.87%,12.00%,
688256,[688256] 寒武纪 业绩预告,100,strong,文本语义提取预测中枢增速 542.15%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 530.15%。,542.15%,12.00%,
688202,[688202] 美迪西 业绩预告,100,strong,文本语义提取预测中枢增速 53.15%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 41.15%。,53.15%,12.00%,
688199,[688199] 久日新材 业绩预告,100,strong,文本语义提取预测中枢增速 128.67%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 116.67%。,128.67%,12.00%,
688173,[688173] 希荻微 业绩预告,100,strong,文本语义提取预测中枢增速 57.50%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 45.50%。,57.50%,12.00%,
688170,[688170] 德龙激光 业绩预告,100,strong,文本语义提取预测中枢增速 173.91%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 161.91%。,173.91%,12.00%,
688136,[688136] 科兴制药 业绩预告,100,strong,文本语义提取预测中枢增速 392.36%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 380.36%。,392.36%,12.00%,
688135,[688135] 利扬芯片 业绩预告,100,strong,文本语义提取预测中枢增速 82.50%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 70.50%。,82.50%,12.00%,
688109,[688109] 品茗科技 业绩预告,100,strong,文本语义提取预测中枢增速 52.48%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 40.48%。,52.48%,12.00%,
688108,[688108] 赛诺医疗 业绩预告,100,strong,文本语义提取预测中枢增速 3000.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 2988.00%。,3000.00%,12.00%,
688060,[688060] 云涌科技 业绩预告,100,strong,文本语义提取预测中枢增速 61.97%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 49.97%。,61.97%,12.00%,
688052,[688052] 纳芯微 业绩预告,100,strong,文本语义提取预测中枢增速 70.90%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 58.90%。,70.90%,12.00%,
688022,[688022] 瀚川智能 业绩预告,100,strong,文本语义提取预测中枢增速 95.52%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 83.52%。,95.52%,12.00%,
688013,[688013] 天臣医疗 业绩预告,100,strong,文本语义提取预测中枢增速 65.52%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 53.52%。,65.52%,12.00%,
688001,[688001] 华兴源创 业绩预告,100,strong,文本语义提取预测中枢增速 108.99%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 96.99%。,108.99%,12.00%,
605208,[605208] 永茂泰 业绩预告,100,strong,文本语义提取预测中枢增速 73.29%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 61.29%。,73.29%,12.00%,
603922,[603922] 金鸿顺 业绩预告,100,strong,文本语义提取预测中枢增速 111.53%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 99.53%。,111.53%,12.00%,
603900,[603900] 莱绅通灵 业绩预告,100,strong,文本语义提取预测中枢增速 131.52%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 119.52%。,131.52%,12.00%,
603887,[603887] 城地香江 业绩预告,100,strong,文本语义提取预测中枢增速 86.88%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 74.88%。,86.88%,12.00%,
603880,[603880] 南卫股份 业绩预告,100,strong,文本语义提取预测中枢增速 58.04%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 46.04%。,58.04%,12.00%,
603869,[603869] ST智知 业绩预告,100,strong,文本语义提取预测中枢增速 64.05%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 52.05%。,64.05%,12.00%,
603822,[603822] ST嘉澳 业绩预告,100,strong,文本语义提取预测中枢增速 112.22%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 100.22%。,112.22%,12.00%,
603737,[603737] 三棵树 业绩预告,100,strong,文本语义提取预测中枢增速 159.09%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 147.09%。,159.09%,12.00%,
603685,[603685] 晨丰科技 业绩预告,100,strong,文本语义提取预测中枢增速 172.68%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 160.68%。,172.68%,12.00%,
603665,[603665] 康隆达 业绩预告,100,strong,文本语义提取预测中枢增速 120.60%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 108.60%。,120.60%,12.00%,
603580,[603580] *ST艾艾 业绩预告,100,strong,文本语义提取预测中枢增速 102.95%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 90.95%。,102.95%,12.00%,
603520,[603520] 司太立 业绩预告,100,strong,文本语义提取预测中枢增速 123.43%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 111.43%。,123.43%,12.00%,
603486,[603486] 科沃斯 业绩预告,100,strong,文本语义提取预测中枢增速 117.10%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 105.10%。,117.10%,12.00%,
603429,[603429] 集友股份 业绩预告,100,strong,文本语义提取预测中枢增速 73.78%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 61.78%。,73.78%,12.00%,
603398,[603398] *ST沐邦 业绩预告,100,strong,文本语义提取预测中枢增速 42.53%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 30.53%。,42.53%,12.00%,
603363,[603363] 傲农生物 业绩预告,100,strong,文本语义提取预测中枢增速 64.66%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 52.66%。,64.66%,12.00%,
603313,[603313] 梦百合 业绩预告,100,strong,文本语义提取预测中枢增速 172.64%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 160.64%。,172.64%,12.00%,
603278,[603278] 大业股份 业绩预告,100,strong,文本语义提取预测中枢增速 77.19%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 65.19%。,77.19%,12.00%,
603268,[603268] *ST松发 业绩预告,100,strong,文本语义提取预测中枢增速 7541.52%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 7529.52%。,7541.52%,12.00%,
603255,[603255] 鼎际得 业绩预告,100,strong,文本语义提取预测中枢增速 170.88%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 158.88%。,170.88%,12.00%,
603113,[603113] 金能科技 业绩预告,100,strong,文本语义提取预测中枢增速 138.01%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 126.01%。,138.01%,12.00%,
603103,[603103] 横店影视 业绩预告,100,strong,文本语义提取预测中枢增速 260.83%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 248.83%。,260.83%,12.00%,
601995,[601995] 中金公司 业绩预告,100,strong,文本语义提取预测中枢增速 67.50%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 55.50%。,67.50%,12.00%,
601991,[601991] 大唐发电 业绩预告,100,strong,文本语义提取预测中枢增速 71.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 59.00%。,71.00%,12.00%,
601606,[601606] 长城军工 业绩预告,100,strong,文本语义提取预测中枢增速 102.37%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 90.37%。,102.37%,12.00%,
601555,[601555] 东吴证券 业绩预告,100,strong,文本语义提取预测中枢增速 50.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 38.00%。,50.00%,12.00%,
601375,[601375] 中原证券 业绩预告,100,strong,文本语义提取预测中枢增速 78.97%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 66.97%。,78.97%,12.00%,
601360,[601360] 三六零 业绩预告,100,strong,文本语义提取预测中枢增速 102.84%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 90.84%。,102.84%,12.00%,
601162,[601162] 天风证券 业绩预告,100,strong,文本语义提取预测中枢增速 621.73%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 609.73%。,621.73%,12.00%,
601069,[601069] 西部黄金 业绩预告,100,strong,文本语义提取预测中枢增速 85.81%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 73.81%。,85.81%,12.00%,
600969,[600969] 郴电国际 业绩预告,100,strong,文本语义提取预测中枢增速 141.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 129.00%。,141.00%,12.00%,
600960,[600960] 渤海汽车 业绩预告,100,strong,文本语义提取预测中枢增速 92.44%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 80.44%。,92.44%,12.00%,
600889,[600889] 南京化纤 业绩预告,100,strong,文本语义提取预测中枢增速 79.39%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 67.39%。,79.39%,12.00%,
600884,[600884] 杉杉股份 业绩预告,100,strong,文本语义提取预测中枢增速 236.19%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 224.19%。,236.19%,12.00%,
600830,[600830] 香溢融通 业绩预告,100,strong,文本语义提取预测中枢增速 50.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 38.00%。,50.00%,12.00%,
600744,[600744] 华银电力 业绩预告,100,strong,文本语义提取预测中枢增速 179.85%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 167.85%。,179.85%,12.00%,
600739,[600739] 辽宁成大 业绩预告,100,strong,文本语义提取预测中枢增速 268.80%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 256.80%。,268.80%,12.00%,
600678,[600678] 四川金顶 业绩预告,100,strong,文本语义提取预测中枢增速 133.43%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 121.43%。,133.43%,12.00%,
600661,[600661] 昂立教育 业绩预告,100,strong,文本语义提取预测中枢增速 105.89%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 93.89%。,105.89%,12.00%,
600636,[600636] *ST国化 业绩预告,100,strong,文本语义提取预测中枢增速 44.58%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 32.58%。,44.58%,12.00%,
600590,[600590] 泰豪科技 业绩预告,100,strong,文本语义提取预测中枢增速 106.49%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 94.49%。,106.49%,12.00%,
600569,[600569] 安阳钢铁 业绩预告,100,strong,文本语义提取预测中枢增速 77.44%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 65.44%。,77.44%,12.00%,
600547,[600547] 山东黄金 业绩预告,100,strong,文本语义提取预测中枢增速 61.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 49.00%。,61.00%,12.00%,
600490,[600490] 鹏欣资源 业绩预告,100,strong,文本语义提取预测中枢增速 252.56%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 240.56%。,252.56%,12.00%,
600439,[600439] 瑞贝卡 业绩预告,100,strong,文本语义提取预测中枢增速 46.41%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 34.41%。,46.41%,12.00%,
600382,[600382] 广东明珠 业绩预告,100,strong,文本语义提取预测中枢增速 480.65%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 468.65%。,480.65%,12.00%,
600257,[600257] 大湖股份 业绩预告,100,strong,文本语义提取预测中枢增速 92.28%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 80.28%。,92.28%,12.00%,
600238,[600238] *ST椰岛 业绩预告,100,strong,文本语义提取预测中枢增速 111.18%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 99.18%。,111.18%,12.00%,
600221,[600221] 海航控股 业绩预告,100,strong,文本语义提取预测中枢增速 317.15%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 305.15%。,317.15%,12.00%,
600193,[600193] *ST创兴 业绩预告,100,strong,文本语义提取预测中枢增速 1424.51%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 1412.51%。,1424.51%,12.00%,
600191,[600191] 华资实业 业绩预告,100,strong,文本语义提取预测中枢增速 147.50%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 135.50%。,147.50%,12.00%,
600179,[600179] 安通控股 业绩预告,100,strong,文本语义提取预测中枢增速 114.04%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 102.04%。,114.04%,12.00%,
600178,[600178] 东安动力 业绩预告,100,strong,文本语义提取预测中枢增速 123.79%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 111.79%。,123.79%,12.00%,
600095,[600095] 湘财股份 业绩预告,100,strong,文本语义提取预测中枢增速 335.11%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 323.11%。,335.11%,12.00%,
600078,[600078] 澄星股份 业绩预告,100,strong,文本语义提取预测中枢增速 104.07%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 92.07%。,104.07%,12.00%,
600067,[600067] 冠城新材 业绩预告,100,strong,文本语义提取预测中枢增速 110.33%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 98.33%。,110.33%,12.00%,
600029,[600029] 南方航空 业绩预告,100,strong,文本语义提取预测中枢增速 153.06%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 141.06%。,153.06%,12.00%,
301338,[301338] 凯格精机 业绩预告,100,strong,文本语义提取预测中枢增速 184.68%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 172.68%。,184.68%,12.00%,
300702,[300702] 天宇股份 业绩预告,100,strong,文本语义提取预测中枢增速 150.29%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 138.29%。,150.29%,12.00%,
300626,[300626] 华瑞股份 业绩预告,100,strong,文本语义提取预测中枢增速 329.49%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 317.49%。,329.49%,12.00%,
300567,[300567] 精测电子 业绩预告,100,strong,文本语义提取预测中枢增速 187.09%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 175.09%。,187.09%,12.00%,
300556,[300556] 丝路视觉 业绩预告,100,strong,文本语义提取预测中枢增速 52.39%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 40.39%。,52.39%,12.00%,
300345,[300345] 华民股份 业绩预告,100,strong,文本语义提取预测中枢增速 42.88%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 30.88%。,42.88%,12.00%,
300308,[300308] 中际旭创 业绩预告,100,strong,文本语义提取预测中枢增速 115.94%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 103.94%。,115.94%,12.00%,
300264,[300264] 佳创视讯 业绩预告,100,strong,文本语义提取预测中枢增速 56.08%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 44.08%。,56.08%,12.00%,
300261,[300261] 雅本化学 业绩预告,100,strong,文本语义提取预测中枢增速 41.79%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 29.79%。,41.79%,12.00%,
300150,[300150] 世纪瑞尔 业绩预告,100,strong,文本语义提取预测中枢增速 49.86%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 37.86%。,49.86%,12.00%,
300148,[300148] 天舟文化 业绩预告,100,strong,文本语义提取预测中枢增速 90.55%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 78.55%。,90.55%,12.00%,
300098,[300098] 高新兴 业绩预告,100,strong,文本语义提取预测中枢增速 88.60%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 76.60%。,88.60%,12.00%,
300032,[300032] 金龙机电 业绩预告,100,strong,文本语义提取预测中枢增速 105.16%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 93.16%。,105.16%,12.00%,
003030,[003030] 祖名股份 业绩预告,100,strong,文本语义提取预测中枢增速 213.38%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 201.38%。,213.38%,12.00%,
003026,[003026] 中晶科技 业绩预告,100,strong,文本语义提取预测中枢增速 86.63%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 74.63%。,86.63%,12.00%,
002975,[002975] 博杰股份 业绩预告,100,strong,文本语义提取预测中枢增速 551.57%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 539.57%。,551.57%,12.00%,
002933,[002933] 新兴装备 业绩预告,100,strong,文本语义提取预测中枢增速 110.33%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 98.33%。,110.33%,12.00%,
002905,[002905] 金逸影视 业绩预告,100,strong,文本语义提取预测中枢增速 67.54%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 55.54%。,67.54%,12.00%,
002885,[002885] 京泉华 业绩预告,100,strong,文本语义提取预测中枢增速 125.02%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 113.02%。,125.02%,12.00%,
002878,[002878] 元隆雅图 业绩预告,100,strong,文本语义提取预测中枢增速 86.92%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 74.92%。,86.92%,12.00%,
002808,[002808] *ST恒久 业绩预告,100,strong,文本语义提取预测中枢增速 88.56%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 76.56%。,88.56%,12.00%,
002793,[002793] 罗欣药业 业绩预告,100,strong,文本语义提取预测中枢增速 69.44%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 57.44%。,69.44%,12.00%,
002780,[002780] 三夫户外 业绩预告,100,strong,文本语义提取预测中枢增速 361.70%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 349.70%。,361.70%,12.00%,
002719,[002719] 麦趣尔 业绩预告,100,strong,文本语义提取预测中枢增速 64.30%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 52.30%。,64.30%,12.00%,
002659,[002659] 凯文教育 业绩预告,100,strong,文本语义提取预测中枢增速 54.01%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 42.01%。,54.01%,12.00%,
002647,[002647] *ST仁东 业绩预告,100,strong,文本语义提取预测中枢增速 138.06%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 126.06%。,138.06%,12.00%,
002624,[002624] 完美世界 业绩预告,100,strong,文本语义提取预测中枢增速 157.47%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 145.47%。,157.47%,12.00%,
002586,[002586] ST围海 业绩预告,100,strong,文本语义提取预测中枢增速 326.69%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 314.69%。,326.69%,12.00%,
002582,[002582] 好想你 业绩预告,100,strong,文本语义提取预测中枢增速 1281.25%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 1269.25%。,1281.25%,12.00%,
002579,[002579] 中京电子 业绩预告,100,strong,文本语义提取预测中枢增速 133.74%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 121.74%。,133.74%,12.00%,
002562,[002562] 兄弟科技 业绩预告,100,strong,文本语义提取预测中枢增速 181.45%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 169.45%。,181.45%,12.00%,
002542,[002542] 中化岩土 业绩预告,100,strong,文本语义提取预测中枢增速 49.44%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 37.44%。,49.44%,12.00%,
002514,[002514] 宝馨科技 业绩预告,100,strong,文本语义提取预测中枢增速 89.58%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 77.58%。,89.58%,12.00%,
002496,[002496] *ST辉丰 业绩预告,100,strong,文本语义提取预测中枢增速 42.85%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 30.85%。,42.85%,12.00%,
002480,[002480] 新筑股份 业绩预告,100,strong,文本语义提取预测中枢增速 58.94%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 46.94%。,58.94%,12.00%,
002436,[002436] 兴森科技 业绩预告,100,strong,文本语义提取预测中枢增速 172.54%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 160.54%。,172.54%,12.00%,
002427,[002427] 尤夫股份 业绩预告,100,strong,文本语义提取预测中枢增速 155.35%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 143.35%。,155.35%,12.00%,
002388,[002388] 新亚制程 业绩预告,100,strong,文本语义提取预测中枢增速 92.06%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 80.06%。,92.06%,12.00%,
002386,[002386] 天原股份 业绩预告,100,strong,文本语义提取预测中枢增速 118.06%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 106.06%。,118.06%,12.00%,
002342,[002342] 巨力索具 业绩预告,100,strong,文本语义提取预测中枢增速 139.50%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 127.50%。,139.50%,12.00%,
