company_code,text_title,score,strength,reasoning,expected_growth,market_expectation,historical_data
002811,[002811] 郑中设计 业绩预告,100,strong,文本语义提取预测中枢增速 108.89%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 96.89%。,108.89%,12.00%,
002693,[002693] *ST双成 业绩预告,100,strong,文本语义提取预测中枢增速 124.90%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 112.90%。,124.90%,12.00%,
002592,[002592] ST八菱 业绩预告,100,strong,文本语义提取预测中枢增速 87.19%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 75.19%。,87.19%,12.00%,
002569,[002569] *ST步森 业绩预告,100,strong,文本语义提取预测中枢增速 123.29%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 111.29%。,123.29%,12.00%,
002537,[002537] 海联金汇 业绩预告,100,strong,文本语义提取预测中枢增速 510.12%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 498.12%。,510.12%,12.00%,
002410,[002410] 广联达 业绩预告,100,strong,文本语义提取预测中枢增速 60.13%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 48.13%。,60.13%,12.00%,
002376,[002376] 新北洋 业绩预告,100,strong,文本语义提取预测中枢增速 156.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 144.00%。,156.00%,12.00%,
002324,[002324] 普利特 业绩预告,100,strong,文本语义提取预测中枢增速 175.25%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 163.25%。,175.25%,12.00%,
002164,[002164] 宁波东力 业绩预告,100,strong,文本语义提取预测中枢增速 56.86%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 44.86%。,56.86%,12.00%,
001238,[001238] 浙江正特 业绩预告,100,strong,文本语义提取预测中枢增速 542.62%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 530.62%。,542.62%,12.00%,
000068,[000068] 华控赛格 业绩预告,100,strong,文本语义提取预测中枢增速 39.93%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 27.93%。,39.93%,12.00%,
688720,[688720] 艾森股份 业绩预告,100,strong,文本语义提取预测中枢增速 37.54%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 25.54%。,37.54%,12.00%,
300562,[300562] 乐心医疗 业绩预告,98,strong,文本语义提取预测中枢增速 35.26%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 23.26%。,35.26%,12.00%,
300429,[300429] 强力新材 业绩预告,98,strong,文本语义提取预测中枢增速 35.67%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 23.67%。,35.67%,12.00%,
000889,[000889] 中嘉博创 业绩预告,98,strong,文本语义提取预测中枢增速 35.55%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 23.55%。,35.55%,12.00%,
002005,[002005] ST德豪 业绩预告,96,strong,文本语义提取预测中枢增速 33.38%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 21.38%。,33.38%,12.00%,
002432,[002432] 九安医疗 业绩预告,96,strong,文本语义提取预测中枢增速 33.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 21.00%。,33.00%,12.00%,
002528,[002528] ST英飞拓 业绩预告,94,strong,文本语义提取预测中枢增速 31.86%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 19.86%。,31.86%,12.00%,
002199,[002199] *ST东晶 业绩预告,94,strong,文本语义提取预测中枢增速 31.93%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 19.93%。,31.93%,12.00%,
301100,[301100] 风光股份 业绩预告,92,strong,文本语义提取预测中枢增速 29.36%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 17.36%。,29.36%,12.00%,
300732,[300732] 设研院 业绩预告,92,strong,文本语义提取预测中枢增速 29.59%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 17.59%。,29.59%,12.00%,
300865,[300865] 大宏立 业绩预告,74,medium,文本语义提取预测中枢增速 26.14%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 14.14%。,26.14%,12.00%,
300035,[300035] 中科电气 业绩预告,74,medium,文本语义提取预测中枢增速 25.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 13.00%。,25.00%,12.00%,
600570,[600570] 恒生电子 业绩预告,66,medium,文本语义提取预测中枢增速 20.45%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 8.45%。,20.45%,12.00%,
600699,[600699] 均胜电子 业绩预告,60,medium,文本语义提取预测中枢增速 17.02%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 5.02%。,17.02%,12.00%,
688227,[688227] 品高股份 业绩预告,43,weak,文本语义提取预测中枢增速 16.54%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 4.54%。,16.54%,12.00%,
603261,[603261] *ST立航 业绩预告,40,weak,文本语义提取预测中枢增速 15.57%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 3.57%。,15.57%,12.00%,
688206,[688206] 概伦电子 业绩预告,39,weak,文本语义提取预测中枢增速 15.07%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 3.07%。,15.07%,12.00%,
300072,[300072] 海新能科 业绩预告,34,weak,文本语义提取预测中枢增速 13.34%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 1.34%。,13.34%,12.00%,
300686,[300686] 智动力 业绩预告,32,weak,文本语义提取预测中枢增速 12.90%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 0.90%。,12.90%,12.00%,
600265,[600265] ST景谷 业绩预告,29,negative,文本语义提取预测中枢增速 10.16%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -1.84%。,10.16%,12.00%,
300198,[300198] ST纳川 业绩预告,29,negative,文本语义提取预测中枢增速 10.47%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -1.53%。,10.47%,12.00%,
000558,[000558] 天府文旅 业绩预告,27,negative,文本语义提取预测中枢增速 8.26%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -3.74%。,8.26%,12.00%,
688320,[688320] 禾川科技 业绩预告,25,negative,文本语义提取预测中枢增速 6.46%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -5.54%。,6.46%,12.00%,
301616,[301616] 浙江华业 业绩预告,24,negative,文本语义提取预测中枢增速 5.82%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -6.18%。,5.82%,12.00%,
200706,[200706] 瓦轴B 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002990,[002990] 盛视科技 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002816,[002816] *ST和科 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002772,[002772] 众兴菌业 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002760,[002760] 凤形股份 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002727,[002727] 一心堂 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002696,[002696] 百洋股份 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002609,[002609] 捷顺科技 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002546,[002546] 新联电子 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002467,[002467] 二六三 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002458,[002458] 益生股份 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002407,[002407] 多氟多 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002317,[002317] 众生药业 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002134,[002134] 天津普林 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
002058,[002058] *ST威尔 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
000972,[000972] *ST中基 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
000831,[000831] 中国稀土 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
000428,[000428] 华天酒店 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
000809,[000809] 和展能源 业绩预告,13,negative,文本语义提取预测中枢增速 -5.96%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -17.96%。,-5.96%,12.00%,
301227,[301227] 森鹰窗业 业绩预告,10,negative,文本语义提取预测中枢增速 -8.38%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -20.38%。,-8.38%,12.00%,
000156,[000156] 华数传媒 业绩预告,4,negative,文本语义提取预测中枢增速 -14.79%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -26.79%。,-14.79%,12.00%,
920832,[920832] 齐鲁华信 业绩预告,0,negative,文本语义提取预测中枢增速 -144.81%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -156.81%。,-144.81%,12.00%,
920510,[920510] 丰光精密 业绩预告,0,negative,文本语义提取预测中枢增速 -178.36%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -190.36%。,-178.36%,12.00%,
920047,[920047] 诺思兰德 业绩预告,0,negative,文本语义提取预测中枢增速 -25.05%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -37.05%。,-25.05%,12.00%,
688785,[688785] 恒运昌 业绩预告,0,negative,文本语义提取预测中枢增速 -22.89%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -34.89%。,-22.89%,12.00%,
688766,[688766] 普冉股份 业绩预告,0,negative,文本语义提取预测中枢增速 -36.87%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -48.87%。,-36.87%,12.00%,
688739,[688739] 成大生物 业绩预告,0,negative,文本语义提取预测中枢增速 -87.70%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -99.70%。,-87.70%,12.00%,
688646,[688646] ST逸飞 业绩预告,0,negative,文本语义提取预测中枢增速 -976.52%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -988.52%。,-976.52%,12.00%,
688523,[688523] 航天环宇 业绩预告,0,negative,文本语义提取预测中枢增速 -74.06%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -86.06%。,-74.06%,12.00%,
688439,[688439] 振华风光 业绩预告,0,negative,文本语义提取预测中枢增速 -60.16%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -72.16%。,-60.16%,12.00%,
688296,[688296] 和达科技 业绩预告,0,negative,文本语义提取预测中枢增速 -404.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -416.00%。,-404.00%,12.00%,
688272,[688272] 富吉瑞 业绩预告,0,negative,文本语义提取预测中枢增速 -787.35%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -799.35%。,-787.35%,12.00%,
688260,[688260] 昀冢科技 业绩预告,0,negative,文本语义提取预测中枢增速 -41.83%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -53.83%。,-41.83%,12.00%,
688234,[688234] 天岳先进 业绩预告,0,negative,文本语义提取预测中枢增速 -263.37%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -275.37%。,-263.37%,12.00%,
688165,[688165] 埃夫特 业绩预告,0,negative,文本语义提取预测中枢增速 -33.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -45.00%。,-33.00%,12.00%,
688078,[688078] 龙软科技 业绩预告,0,negative,文本语义提取预测中枢增速 -265.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -277.00%。,-265.00%,12.00%,
688071,[688071] 华依科技 业绩预告,0,negative,文本语义提取预测中枢增速 -21.80%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -33.80%。,-21.80%,12.00%,
688037,[688037] 芯源微 业绩预告,0,negative,文本语义提取预测中枢增速 -128.78%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -140.78%。,-128.78%,12.00%,
605122,[605122] 四方新材 业绩预告,0,negative,文本语义提取预测中枢增速 -82.80%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -94.80%。,-82.80%,12.00%,
603029,[603029] 天鹅股份 业绩预告,0,negative,文本语义提取预测中枢增速 -29.27%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -41.27%。,-29.27%,12.00%,
600521,[600521] 华海药业 业绩预告,0,negative,文本语义提取预测中枢增速 -85.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -97.00%。,-85.00%,12.00%,
600470,[600470] 六国化工 业绩预告,0,negative,文本语义提取预测中枢增速 -1867.59%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -1879.59%。,-1867.59%,12.00%,
600359,[600359] 新农开发 业绩预告,0,negative,文本语义提取预测中枢增速 -122.38%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -134.38%。,-122.38%,12.00%,
600215,[600215] 派斯林 业绩预告,0,negative,文本语义提取预测中枢增速 -550.09%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -562.09%。,-550.09%,12.00%,
600170,[600170] 上海建工 业绩预告,0,negative,文本语义提取预测中枢增速 -91.85%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -103.85%。,-91.85%,12.00%,
600123,[600123] 兰花科创 业绩预告,0,negative,文本语义提取预测中枢增速 -168.97%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -180.97%。,-168.97%,12.00%,
600072,[600072] 中船科技 业绩预告,0,negative,文本语义提取预测中枢增速 -2148.62%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -2160.62%。,-2148.62%,12.00%,
301348,[301348] 蓝箭电子 业绩预告,0,negative,文本语义提取预测中枢增速 -331.61%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -343.61%。,-331.61%,12.00%,
301326,[301326] 捷邦科技 业绩预告,0,negative,文本语义提取预测中枢增速 -58.47%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -70.47%。,-58.47%,12.00%,
301290,[301290] 东星医疗 业绩预告,0,negative,文本语义提取预测中枢增速 -139.52%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -151.52%。,-139.52%,12.00%,
301121,[301121] 紫建电子 业绩预告,0,negative,文本语义提取预测中枢增速 -90.65%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -102.65%。,-90.65%,12.00%,
301072,[301072] 中捷精工 业绩预告,0,negative,文本语义提取预测中枢增速 -55.88%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -67.88%。,-55.88%,12.00%,
301067,[301067] 显盈科技 业绩预告,0,negative,文本语义提取预测中枢增速 -788.82%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -800.82%。,-788.82%,12.00%,
301010,[301010] 晶雪节能 业绩预告,0,negative,文本语义提取预测中枢增速 -69.95%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -81.95%。,-69.95%,12.00%,
300808,[300808] 久量股份 业绩预告,0,negative,文本语义提取预测中枢增速 -251.44%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -263.44%。,-251.44%,12.00%,
300551,[300551] 古鳌科技 业绩预告,0,negative,文本语义提取预测中枢增速 -47.95%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -59.95%。,-47.95%,12.00%,
300456,[300456] 赛微电子 业绩预告,0,negative,文本语义提取预测中枢增速 -82.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -94.00%。,-82.00%,12.00%,
300393,[300393] 中来股份 业绩预告,0,negative,文本语义提取预测中枢增速 -43.83%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -55.83%。,-43.83%,12.00%,
300376,[300376] 易事特 业绩预告,0,negative,文本语义提取预测中枢增速 -84.41%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -96.41%。,-84.41%,12.00%,
300327,[300327] 中颖电子 业绩预告,0,negative,文本语义提取预测中枢增速 -60.25%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -72.25%。,-60.25%,12.00%,
300229,[300229] 拓尔思 业绩预告,0,negative,文本语义提取预测中枢增速 -197.42%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -209.42%。,-197.42%,12.00%,
300215,[300215] 电科院 业绩预告,0,negative,文本语义提取预测中枢增速 -71.59%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -83.59%。,-71.59%,12.00%,
300141,[300141] 和顺电气 业绩预告,0,negative,文本语义提取预测中枢增速 -70.35%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -82.35%。,-70.35%,12.00%,
003042,[003042] 中农联合 业绩预告,1,negative,文本语义提取预测中枢增速 -17.53%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -29.53%。,-17.53%,12.00%,
002986,[002986] 宇新股份 业绩预告,0,negative,文本语义提取预测中枢增速 -113.84%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -125.84%。,-113.84%,12.00%,
002715,[002715] 登云股份 业绩预告,0,negative,文本语义提取预测中枢增速 -1399.12%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -1411.12%。,-1399.12%,12.00%,
002613,[002613] 北玻股份 业绩预告,0,negative,文本语义提取预测中枢增速 -63.64%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -75.64%。,-63.64%,12.00%,
002492,[002492] 恒基达鑫 业绩预告,0,negative,文本语义提取预测中枢增速 -258.31%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -270.31%。,-258.31%,12.00%,
002408,[002408] 齐翔腾达 业绩预告,0,negative,文本语义提取预测中枢增速 -4663.12%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -4675.12%。,-4663.12%,12.00%,
002401,[002401] 中远海科 业绩预告,0,negative,文本语义提取预测中枢增速 -85.11%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -97.11%。,-85.11%,12.00%,
002194,[002194] 武汉凡谷 业绩预告,0,negative,文本语义提取预测中枢增速 -163.89%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -175.89%。,-163.89%,12.00%,
002045,[002045] 国光电器 业绩预告,0,negative,文本语义提取预测中枢增速 -175.35%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -187.35%。,-175.35%,12.00%,
000953,[000953] 河化股份 业绩预告,0,negative,文本语义提取预测中枢增速 -90.53%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -102.53%。,-90.53%,12.00%,
000952,[000952] 广济药业 业绩预告,0,negative,文本语义提取预测中枢增速 -54.31%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -66.31%。,-54.31%,12.00%,
000516,[000516] 国际医学 业绩预告,0,negative,文本语义提取预测中枢增速 -20.02%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -32.02%。,-20.02%,12.00%,
920768,[920768] 拾比佰 业绩预告,100,strong,文本语义提取预测中枢增速 1596.60%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 1584.60%。,1596.60%,12.00%,
920701,[920701] 豪声电子 业绩预告,100,strong,文本语义提取预测中枢增速 195.74%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 183.74%。,195.74%,12.00%,
920371,[920371] 欧福蛋业 业绩预告,100,strong,文本语义提取预测中枢增速 88.59%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 76.59%。,88.59%,12.00%,
920045,[920045] 蘅东光 业绩预告,100,strong,文本语义提取预测中枢增速 96.50%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 84.50%。,96.50%,12.00%,
688488,[688488] 艾迪药业 业绩预告,100,strong,文本语义提取预测中枢增速 72.57%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 60.57%。,72.57%,12.00%,
688213,[688213] 思特威 业绩预告,100,strong,文本语义提取预测中枢增速 154.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 142.00%。,154.00%,12.00%,
688114,[688114] 华大智造 业绩预告,100,strong,文本语义提取预测中枢增速 58.89%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 46.89%。,58.89%,12.00%,
688049,[688049] 炬芯科技 业绩预告,100,strong,文本语义提取预测中枢增速 91.40%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 79.40%。,91.40%,12.00%,
603386,[603386] 骏亚科技 业绩预告,100,strong,文本语义提取预测中枢增速 96.75%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 84.75%。,96.75%,12.00%,
603166,[603166] 福达股份 业绩预告,100,strong,文本语义提取预测中枢增速 61.47%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 49.47%。,61.47%,12.00%,
301120,[301120] 新特电气 业绩预告,100,strong,文本语义提取预测中枢增速 103.31%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 91.31%。,103.31%,12.00%,
301110,[301110] 青木科技 业绩预告,100,strong,文本语义提取预测中枢增速 40.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 28.00%。,40.00%,12.00%,
301018,[301018] 申菱环境 业绩预告,100,strong,文本语义提取预测中枢增速 95.13%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 83.13%。,95.13%,12.00%,
300971,[300971] 博亚精工 业绩预告,100,strong,文本语义提取预测中枢增速 76.94%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 64.94%。,76.94%,12.00%,
300967,[300967] 晓鸣股份 业绩预告,100,strong,文本语义提取预测中枢增速 81.86%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 69.86%。,81.86%,12.00%,
300816,[300816] 艾可蓝 业绩预告,100,strong,文本语义提取预测中枢增速 88.06%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 76.06%。,88.06%,12.00%,
300731,[300731] 科创新源 业绩预告,100,strong,文本语义提取预测中枢增速 163.41%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 151.41%。,163.41%,12.00%,
300497,[300497] 富祥药业 业绩预告,100,strong,文本语义提取预测中枢增速 82.36%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 70.36%。,82.36%,12.00%,
300450,[300450] 先导智能 业绩预告,100,strong,文本语义提取预测中枢增速 476.72%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 464.72%。,476.72%,12.00%,
300313,[300313] *ST天山 业绩预告,100,strong,文本语义提取预测中枢增速 62.25%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 50.25%。,62.25%,12.00%,
300249,[300249] 依米康 业绩预告,100,strong,文本语义提取预测中枢增速 135.06%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 123.06%。,135.06%,12.00%,
300244,[300244] 迪安诊断 业绩预告,100,strong,文本语义提取预测中枢增速 103.29%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 91.29%。,103.29%,12.00%,
002155,[002155] 湖南黄金 业绩预告,100,strong,文本语义提取预测中枢增速 70.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 58.00%。,70.00%,12.00%,
000506,[000506] 招金黄金 业绩预告,100,strong,文本语义提取预测中枢增速 219.29%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 207.29%。,219.29%,12.00%,
000028,[000028] 国药一致 业绩预告,100,strong,文本语义提取预测中枢增速 85.14%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 73.14%。,85.14%,12.00%,
301302,[301302] 华如科技 业绩预告,100,strong,文本语义提取预测中枢增速 39.32%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 27.32%。,39.32%,12.00%,
300078,[300078] 思创智联 业绩预告,100,strong,文本语义提取预测中枢增速 38.27%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 26.27%。,38.27%,12.00%,
300118,[300118] 东方日升 业绩预告,74,medium,文本语义提取预测中枢增速 24.33%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 12.33%。,24.33%,12.00%,
688380,[688380] 中微半导 业绩预告,72,medium,文本语义提取预测中枢增速 23.07%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 11.07%。,23.07%,12.00%,
300323,[300323] 华灿光电 业绩预告,32,weak,文本语义提取预测中枢增速 12.84%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 0.84%。,12.84%,12.00%,
300762,[300762] 上海瀚讯 业绩预告,28,negative,文本语义提取预测中枢增速 9.20%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -2.80%。,9.20%,12.00%,
302132,[302132] 中航成飞 业绩预告,27,negative,文本语义提取预测中枢增速 8.57%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -3.43%。,8.57%,12.00%,
301611,[301611] 珂玛科技 业绩预告,20,negative,文本语义提取预测中枢增速 1.21%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -10.79%。,1.21%,12.00%,
300333,[300333] 兆日科技 业绩预告,20,negative,文本语义提取预测中枢增速 1.53%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -10.47%。,1.53%,12.00%,
200028,[200028] 一致B 业绩预告,18,negative,文本语义提取预测中枢增速 0.00%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -12.00%。,0.00%,12.00%,
600581,[600581] 八一钢铁 业绩预告,6,negative,文本语义提取预测中枢增速 -12.87%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -24.87%。,-12.87%,12.00%,
920970,[920970] 大禹生物 业绩预告,2,negative,文本语义提取预测中枢增速 -16.95%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -28.95%。,-16.95%,12.00%,
688559,[688559] 海目星 业绩预告,0,negative,文本语义提取预测中枢增速 -340.49%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -352.49%。,-340.49%,12.00%,
688232,[688232] 新点软件 业绩预告,0,negative,文本语义提取预测中枢增速 -127.82%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -139.82%。,-127.82%,12.00%,
688125,[688125] 安达智能 业绩预告,0,negative,文本语义提取预测中枢增速 -218.36%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -230.36%。,-218.36%,12.00%,
603690,[603690] 至纯科技 业绩预告,0,negative,文本语义提取预测中枢增速 -1689.15%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -1701.15%。,-1689.15%,12.00%,
603569,[603569] 长久物流 业绩预告,0,negative,文本语义提取预测中枢增速 -214.66%，对比真实行业/市场一致预期基准 12.00%，超预期幅度为 -226.66%。,-214.66%,12.00%,
