stock_code,name,industry,board
600094,大名城,综合,主板
600095,湘财股份,综合,主板
600097,开创国际,综合,主板
600100,同方股份,综合,主板
600104,上汽集团,综合,主板
600105,永鼎股份,综合,主板
600107,ST尔雅,综合,主板
600109,国金证券,综合,主板
600110,诺德股份,综合,主板
600111,北方稀土,综合,主板
600115,中国东航,综合,主板
600116,三峡水利,综合,主板
600117,西宁特钢,综合,主板
600118,中国卫星,综合,主板
600119,长江投资,综合,主板
600120,浙江东方,综合,主板
600121,郑州煤电,综合,主板
600123,兰花科创,综合,主板
600126,杭钢股份,综合,主板
600127,金健米业,综合,主板
600129,太极集团,综合,主板
600130,*ST波导,综合,主板
600135,乐凯胶片,综合,主板
600136,ST明诚,综合,主板
600143,金发科技,综合,主板
600148,长春一东,综合,主板
600149,廊坊发展,综合,主板
600150,中国船舶,综合,主板
600151,航天机电,综合,主板
600152,维科技术,综合,主板
600153,建发股份,综合,主板
600155,华创云信,综合,主板
600156,华升股份,综合,主板
600157,永泰能源,综合,主板
600158,中体产业,综合,主板
600159,大龙地产,综合,主板
600160,巨化股份,综合,主板
600162,香江控股,综合,主板
600165,ST宁科,综合,主板
600166,福田汽车,综合,主板
600170,上海建工,综合,主板
600171,上海贝岭,综合,主板
600172,黄河旋风,综合,主板
600173,卧龙新能,综合,主板
600176,中国巨石,综合,主板
600178,东安动力,综合,主板
600179,安通控股,综合,主板
600180,瑞茂通,综合,主板
600183,生益科技,综合,主板
600184,光电股份,综合,主板
600185,珠免集团,综合,主板
600186,莲花控股,综合,主板
600187,国中水务,综合,主板
600188,兖矿能源,综合,主板
600189,泉阳泉,综合,主板
600191,华资实业,综合,主板
600192,长城电工,综合,主板
600193,*ST创兴,综合,主板
600195,中牧股份,综合,主板
600198,大唐电信,综合,主板
600199,金种子酒,综合,主板
600201,生物股份,综合,主板
600202,哈空调,综合,主板
600203,福日电子,综合,主板
600206,有研新材,综合,主板
600207,安彩高科,综合,主板
600208,衢州发展,综合,主板
600210,紫江企业,综合,主板
600215,派斯林,综合,主板
600216,浙江医药,综合,主板
600217,中再资环,综合,主板
600221,海航控股,综合,主板
600227,赤天化,综合,主板
600228,*ST返利,综合,主板
600229,城市传媒,综合,主板
600231,凌钢股份,综合,主板
600232,金鹰股份,综合,主板
600234,科新发展,综合,主板
600235,民丰特纸,综合,主板
600238,*ST椰岛,综合,主板
600239,云南城投,综合,主板
600241,时代万恒,综合,主板
600243,*ST海华,综合,主板
600246,万通发展,综合,主板
600248,陕建股份,综合,主板
600249,两面针,综合,主板
600250,南京商旅,综合,主板
600251,冠农股份,综合,主板
600252,中恒集团,综合,主板
600255,鑫科材料,综合,主板
600256,广汇能源,综合,主板
600257,大湖股份,综合,主板
600259,中稀有色,综合,主板
600262,北方股份,综合,主板
600265,ST景谷,综合,主板
600266,城建发展,综合,主板
600267,海正药业,综合,主板
600268,国电南自,综合,主板
600271,航天信息,综合,主板
600272,开开实业,综合,主板
600279,重庆港,综合,主板
600280,中央商场,综合,主板
600281,华阳新材,综合,主板
600288,大恒科技,综合,主板
600289,ST信通,综合,主板
600292,电投水电,综合,主板
600293,三峡新材,综合,主板
600299,安迪苏,综合,主板
600300,维维股份,综合,主板
600301,华锡有色,综合,主板
600302,标准股份,综合,主板
600303,曙光股份,综合,主板
600307,酒钢宏兴,综合,主板
600308,华泰股份,综合,主板
600310,广西能源,综合,主板
600313,农发种业,综合,主板
600315,上海家化,综合,主板
600319,亚星化学,综合,主板
600322,津投城开,综合,主板
600323,瀚蓝环境,综合,主板
600325,华发股份,综合,主板
600326,西藏天路,综合,主板
600327,大东方,综合,主板
600328,中盐化工,综合,主板
600329,达仁堂,综合,主板
600330,天通股份,综合,主板
600331,宏达股份,综合,主板
600333,长春燃气,综合,主板
600336,澳柯玛,综合,主板
600337,美克家居,综合,主板
600338,西藏珠峰,综合,主板
600340,华夏幸福,综合,主板
600343,航天动力,综合,主板
600345,长江通信,综合,主板
600346,恒力石化,综合,主板
600353,旭光电子,综合,主板
600354,敦煌种业,综合,主板
600355,*ST精伦,综合,主板
600356,恒丰纸业,综合,主板
600358,ST联合,综合,主板
600359,新农开发,综合,主板
600360,*ST华微,综合,主板
600363,联创光电,综合,主板
600365,ST通葡,综合,主板
600366,宁波韵升,综合,主板
600367,红星发展,综合,主板
600369,西南证券,综合,主板
600370,三房巷,综合,主板
600371,万向德农,综合,主板
600373,中文传媒,综合,主板
600375,汉马科技,综合,主板
600376,首开股份,综合,主板
600378,昊华科技,综合,主板
600379,宝光股份,综合,主板
600381,*ST春天,综合,主板
600382,广东明珠,综合,主板
600383,金地集团,综合,主板
600386,北巴传媒,综合,主板
600388,龙净环保,综合,主板
600389,江山股份,综合,主板
600392,盛和资源,综合,主板
600395,盘江股份,综合,主板
600396,华电辽能,综合,主板
600397,江钨装备,综合,主板
600399,抚顺特钢,综合,主板
600400,红豆股份,综合,主板
600403,大有能源,综合,主板
600405,动力源,综合,主板
600408,安泰集团,综合,主板
600409,三友化工,综合,主板
600410,华胜天成,综合,主板
600415,小商品城,综合,主板
600418,江淮汽车,综合,主板
600419,天润乳业,综合,主板
600421,*ST华嵘,综合,主板
600423,柳化股份,综合,主板
600428,中远海特,综合,主板
600429,三元股份,综合,主板
600433,冠豪高新,综合,主板
600435,北方导航,综合,主板
600438,通威股份,综合,主板
600439,瑞贝卡,综合,主板
600446,金证股份,综合,主板
600448,华纺股份,综合,主板
600449,宁夏建材,综合,主板
600460,士兰微,综合,主板
600463,空港股份,综合,主板
600468,百利电气,综合,主板
600469,风神股份,综合,主板
600470,六国化工,综合,主板
600476,湘邮科技,综合,主板
600478,科力远,综合,主板
600481,双良节能,综合,主板
600482,中国动力,综合,主板
600483,福能股份,综合,主板
600488,津药药业,综合,主板
600489,中金黄金,综合,主板
600490,鹏欣资源,综合,主板
600491,龙元建设,综合,主板
600493,凤竹纺织,综合,主板
600495,晋西车轴,综合,主板
600499,科达制造,综合,主板
600500,中化国际,综合,主板
600501,航天晨光,综合,主板
600503,华丽家族,综合,主板
600505,西昌电力,综合,主板
600506,统一股份,综合,主板
600507,方大特钢,综合,主板
600508,上海能源,综合,主板
600513,联环药业,综合,主板
600516,方大炭素,综合,主板
600517,国网英大,综合,主板
600520,三佳科技,综合,主板
600521,华海药业,综合,主板
600525,ST长园,综合,主板
600530,交大昂立,综合,主板
600533,栖霞建设,综合,主板
600536,中国软件,综合,主板
600537,亿晶光电,综合,主板
600538,国发股份,综合,主板
600539,狮头股份,综合,主板
600540,新赛股份,综合,主板
600543,莫高股份,综合,主板
600545,卓郎智能,综合,主板
600547,山东黄金,综合,主板
600548,深高速,综合,主板
600550,保变电气,综合,主板
600552,凯盛科技,综合,主板
600558,大西洋,综合,主板
600561,江西长运,综合,主板
600567,山鹰国际,综合,主板
600568,ST中珠,综合,主板
600569,安阳钢铁,综合,主板
600570,恒生电子,综合,主板
600571,信雅达,综合,主板
600575,淮河能源,综合,主板
600576,祥源文旅,综合,主板
600578,京能电力,综合,主板
600579,中化装备,综合,主板
600580,卧龙电驱,综合,主板
600581,八一钢铁,综合,主板
600582,天地科技,综合,主板
600584,长电科技,综合,主板
600585,海螺水泥,综合,主板
600586,金晶科技,综合,主板
600588,用友网络,综合,主板
600589,大位科技,综合,主板
600590,泰豪科技,综合,主板
600593,大连圣亚,综合,主板
600594,益佰制药,综合,主板
600595,中孚实业,综合,主板
600596,新安股份,综合,主板
600597,光明乳业,综合,主板
600599,*ST熊猫,综合,主板
600601,方正科技,综合,主板
600604,市北高新,综合,主板
600605,汇通能源,综合,主板
600606,绿地控股,综合,主板
600608,*ST沪科,综合,主板
600609,金杯汽车,综合,主板
600610,中毅达,综合,主板
600611,大众交通,综合,主板
600615,鑫源智造,综合,主板
600616,金枫酒业,综合,主板
600617,国新能源,综合,主板
600619,海立股份,综合,主板
600620,天宸股份,综合,主板
600621,华鑫股份,综合,主板
600622,光大嘉宝,综合,主板
600624,ST复华,综合,主板
600626,申达股份,综合,主板
600629,华建集团,综合,主板
600633,浙数文化,综合,主板
600635,大众公用,综合,主板
600636,*ST国化,综合,主板
600638,新黄浦,综合,主板
600641,先导基电,综合,主板
600643,爱建集团,综合,主板
600649,城投控股,综合,主板
600653,申华控股,综合,主板
600655,豫园股份,综合,主板
600657,信达地产,综合,主板
600658,电子城,综合,主板
600661,昂立教育,综合,主板
600662,外服控股,综合,主板
600665,天地源,综合,主板
600666,奥瑞德,综合,主板
600668,尖峰集团,综合,主板
600671,天目药业,综合,主板
600673,东阳光,综合,主板
600675,中华企业,综合,主板
600676,交运股份,综合,主板
600678,四川金顶,综合,主板
600679,上海凤凰,综合,主板
600682,南京新百,综合,主板
600683,京投发展,综合,主板
600684,珠江股份,综合,主板
600685,中船防务,综合,主板
600686,金龙汽车,综合,主板
600688,上海石化,综合,主板
600691,潞化科技,综合,主板
600692,亚通股份,综合,主板
600696,*ST岩石,综合,主板
600697,欧亚集团,综合,主板
600698,湖南天雁,综合,主板
600699,均胜电子,综合,主板
600702,舍得酒业,综合,主板
600703,三安光电,综合,主板
600706,曲江文旅,综合,主板
600707,彩虹股份,综合,主板
600708,光明地产,综合,主板
600711,盛屯矿业,综合,主板
600712,南宁百货,综合,主板
600714,金瑞矿业,综合,主板
600715,文投控股,综合,主板
600716,凤凰股份,综合,主板
600718,东软集团,综合,主板
600719,大连热电,综合,主板
600725,云维股份,综合,主板
600726,华电能源,综合,主板
600727,鲁北化工,综合,主板
600728,佳都科技,综合,主板
600730,中国高科,综合,主板
600732,爱旭股份,综合,主板
600733,北汽蓝谷,综合,主板
600734,实达集团,综合,主板
600735,ST新华锦,综合,主板
600737,中粮糖业,综合,主板
600738,丽尚国潮,综合,主板
600739,辽宁成大,综合,主板
600740,山西焦化,综合,主板
600743,华远控股,综合,主板
600744,华银电力,综合,主板
600745,闻泰科技,综合,主板
600746,江苏索普,综合,主板
600748,上实发展,综合,主板
600749,西藏旅游,综合,主板
600753,*ST海钦,综合,主板
600754,锦江酒店,综合,主板
600755,厦门国贸,综合,主板
600756,浪潮软件,综合,主板
600758,辽宁能源,综合,主板
600759,洲际油气,综合,主板
600760,中航沈飞,综合,主板
600764,中国海防,综合,主板
600765,中航重机,综合,主板
600768,宁波富邦,综合,主板
600770,综艺股份,综合,主板
600773,西藏城投,综合,主板
600774,汉商集团,综合,主板
600775,南京熊猫,综合,主板
600776,东方通信,综合,主板
600777,*ST新潮,综合,主板
600778,友好集团,综合,主板
600779,水井坊,综合,主板
600782,新钢股份,综合,主板
600789,鲁抗医药,综合,主板
600790,轻纺城,综合,主板
600791,京能置业,综合,主板
600792,云煤能源,综合,主板
600793,宜宾纸业,综合,主板
600794,保税科技,综合,主板
600795,国电电力,综合,主板
600797,浙大网新,综合,主板
600798,宁波海运,综合,主板
600800,渤海化学,综合,主板
600801,华新建材,综合,主板
600802,福建水泥,综合,主板
600807,济高发展,综合,主板
600808,马钢股份,综合,主板
600810,神马股份,综合,主板
600812,华北制药,综合,主板
600815,厦工股份,综合,主板
600818,中路股份,综合,主板
600819,耀皮玻璃,综合,主板
600821,金开新能,综合,主板
600827,百联股份,综合,主板
600828,茂业商业,综合,主板
600830,香溢融通,综合,主板
600831,广电网络,综合,主板
600833,第一医药,综合,主板
600834,申通地铁,综合,主板
600839,四川长虹,综合,主板
600841,动力新科,综合,主板
600843,上工申贝,综合,主板
600844,金煤科技,综合,主板
600847,万里股份,综合,主板
600855,航天长峰,综合,主板
600857,宁波中百,综合,主板
600859,王府井,综合,主板
600860,京城股份,综合,主板
600861,北京人力,综合,主板
600864,哈投股份,综合,主板
600865,百大集团,综合,主板
600866,星湖科技,综合,主板
600867,通化东宝,综合,主板
600868,梅雁吉祥,综合,主板
600869,远东股份,综合,主板
600872,中炬高新,综合,主板
600875,东方电气,综合,主板
600876,凯盛新能,综合,主板
600877,电科芯片,综合,主板
600879,航天电子,综合,主板
600881,亚泰集团,综合,主板
600882,妙可蓝多,综合,主板
600883,博闻科技,综合,主板
600884,杉杉股份,综合,主板
600889,南京化纤,综合,主板
600892,*ST大晟,综合,主板
600893,航发动力,综合,主板
600895,张江高科,综合,主板
600906,财达证券,综合,主板
600909,华安证券,综合,主板
600916,中国黄金,综合,主板
600918,中泰证券,综合,主板
600925,苏能股份,综合,主板
600929,雪天盐业,综合,主板
600930,华电新能,综合,主板
600935,华塑股份,综合,主板
600936,北投科技,综合,主板
600939,重庆建工,综合,主板
600955,维远股份,综合,主板
600958,东方证券,综合,主板
600960,渤海汽车,综合,主板
600961,株冶集团,综合,主板
600962,国投中鲁,综合,主板
600963,岳阳林纸,综合,主板
600969,郴电国际,综合,主板
600971,恒源煤电,综合,主板
600973,宝胜股份,综合,主板
600975,新五丰,综合,主板
600977,中国电影,综合,主板
600979,广安爱众,综合,主板
600981,苏豪汇鸿,综合,主板
600983,惠而浦,综合,主板
600984,建设机械,综合,主板
600985,淮北矿业,综合,主板
600986,浙文互联,综合,主板
600988,赤峰黄金,综合,主板
600989,宝丰能源,综合,主板
600990,四创电子,综合,主板
600992,贵绳股份,综合,主板
600995,南网储能,综合,主板
600996,贵广网络,综合,主板
600997,开滦股份,综合,主板
601002,晋亿实业,综合,主板
601003,柳钢股份,综合,主板
601005,重庆钢铁,综合,主板
601007,金陵饭店,综合,主板
601010,文峰股份,综合,主板
601011,宝泰隆,综合,主板
601012,隆基绿能,综合,主板
601015,陕西黑猫,综合,主板
601016,节能风电,综合,主板
601018,宁波港,综合,主板
601020,华钰矿业,综合,主板
601026,道生天合,综合,主板
601058,赛轮轮胎,综合,主板
601059,信达证券,综合,主板
601066,中信建投,综合,主板
601068,中铝国际,综合,主板
601069,西部黄金,综合,主板
601083,锦江航运,综合,主板
601088,中国神华,综合,主板
601096,宏盛华源,综合,主板
601099,太平洋,综合,主板
601101,昊华能源,综合,主板
601106,中国一重,综合,主板
601111,中国国航,综合,主板
601112,振石股份,综合,主板
601113,华鼎股份,综合,主板
601118,海南橡胶,综合,主板
601127,赛力斯,综合,主板
601137,博威合金,综合,主板
601138,工业富联,综合,主板
601156,东航物流,综合,主板
601162,天风证券,综合,主板
601177,杭齿前进,综合,主板
601208,东材科技,综合,主板
601211,国泰海通,综合,主板
601212,白银有色,综合,主板
601218,吉鑫科技,综合,主板
601222,林洋能源,综合,主板
601233,桐昆股份,综合,主板
601236,红塔证券,综合,主板
601238,广汽集团,综合,主板
601279,英利汽车,综合,主板
601311,骆驼股份,综合,主板
601319,中国人保,综合,主板
601336,新华保险,综合,主板
601339,百隆东方,综合,主板
601360,三六零,综合,主板
601366,利群股份,综合,主板
601368,绿城水务,综合,主板
601375,中原证券,综合,主板
601388,怡球资源,综合,主板
601456,国联民生,综合,主板
601500,通用股份,综合,主板
601512,中新集团,综合,主板
601515,衢州东峰,综合,主板
601519,大智慧,综合,主板
601555,东吴证券,综合,主板
601566,九牧王,综合,主板
601568,北元集团,综合,主板
601588,北辰实业,综合,主板
601600,中国铝业,综合,主板
601601,中国太保,综合,主板
601606,长城军工,综合,主板
601607,上海医药,综合,主板
601609,金田股份,综合,主板
601615,明阳智能,综合,主板
601616,广电电气,综合,主板
601618,中国中冶,综合,主板
601628,中国人寿,综合,主板
601636,旗滨集团,综合,主板
601666,平煤股份,综合,主板
601677,明泰铝业,综合,主板
601686,友发集团,综合,主板
601688,华泰证券,综合,主板
601689,拓普集团,综合,主板
601698,中国卫通,综合,主板
601699,潞安环能,综合,主板
601700,风范股份,综合,主板
601718,际华集团,综合,主板
601727,上海电气,综合,主板
601766,中国中车,综合,主板
601798,蓝科高新,综合,主板
601816,京沪高铁,综合,主板
601828,美凯龙,综合,主板
601865,福莱特,综合,主板
601866,中远海发,综合,主板
601872,招商轮船,综合,主板
601881,中国银河,综合,主板
601899,紫金矿业,综合,主板
601900,南方传媒,综合,主板
601901,方正证券,综合,主板
601908,京运通,综合,主板
601919,中远海控,综合,主板
601929,吉视传媒,综合,主板
601933,永辉超市,综合,主板
601975,招商南油,综合,主板
601991,大唐发电,综合,主板
601992,金隅集团,综合,主板
601995,中金公司,综合,主板
601996,丰林集团,综合,主板
603000,人民网,综合,主板
603001,奥康国际,综合,主板
603005,晶方科技,综合,主板
603007,*ST花王,综合,主板
603009,北特科技,综合,主板
603010,万盛股份,综合,主板
603011,合锻智能,综合,主板
603012,创力集团,综合,主板
603014,威高血净,综合,主板
603020,爱普股份,综合,主板
603021,ST华鹏,综合,主板
603023,威帝股份,综合,主板
603025,大豪科技,综合,主板
603026,石大胜华,综合,主板
603028,赛福天,综合,主板
603029,天鹅股份,综合,主板
603030,全筑股份,综合,主板
603031,安孚科技,综合,主板
603032,德新科技,综合,主板
603033,三维股份,综合,主板
603038,华立股份,综合,主板
603042,华脉科技,综合,主板
603045,福达合金,综合,主板
603049,中策橡胶,综合,主板
603051,鹿山新材,综合,主板
603052,可川科技,综合,主板
603055,台华新材,综合,主板
603056,德邦股份,综合,主板
603058,永吉股份,综合,主板
603059,倍加洁,综合,主板
603060,国检集团,综合,主板
603061,金海通,综合,主板
603063,禾望电气,综合,主板
603065,宿迁联盛,综合,主板
603066,音飞储存,综合,主板
603068,博通集成,综合,主板
603069,海汽集团,综合,主板
603077,和邦生物,综合,主板
603079,圣达生物,综合,主板
603081,大丰实业,综合,主板
603083,剑桥科技,综合,主板
603085,天成自控,综合,主板
603086,先达股份,综合,主板
603087,甘李药业,综合,主板
603089,正裕工业,综合,主板
603090,宏盛股份,综合,主板
603092,德力佳,综合,主板
603095,越剑智能,综合,主板
603099,长白山,综合,主板
603101,汇嘉时代,综合,主板
603103,横店影视,综合,主板
603106,恒银科技,综合,主板
603108,润达医疗,综合,主板
603109,神驰机电,综合,主板
603110,东方材料,综合,主板
603113,金能科技,综合,主板
603116,红蜻蜓,综合,主板
603117,万林物流,综合,主板
603118,共进股份,综合,主板
603120,肯特催化,综合,主板
603121,华培动力,综合,主板
603122,合富中国,综合,主板
603123,翠微股份,综合,主板
603124,江南新材,综合,主板
603126,中材节能,综合,主板
603127,昭衍新药,综合,主板
603129,春风动力,综合,主板
603131,上海沪工,综合,主板
603135,中重科技,综合,主板
603137,恒尚节能,综合,主板
603138,海量数据,综合,主板
603139,康惠股份,综合,主板
603151,邦基科技,综合,主板
603158,腾龙股份,综合,主板
603159,上海亚虹,综合,主板
603160,汇顶科技,综合,主板
603162,海通发展,综合,主板
603166,福达股份,综合,主板
603168,莎普爱思,综合,主板
603169,兰石重装,综合,主板
603172,万丰股份,综合,主板
603173,福斯达,综合,主板
603175,超颖电子,综合,主板
603177,德创环保,综合,主板
603178,圣龙股份,综合,主板
603180,金牌家居,综合,主板
603183,建研院,综合,主板
603185,弘元绿能,综合,主板
603186,华正新材,综合,主板
603188,亚邦股份,综合,主板
603189,网达软件,综合,主板
603191,望变电气,综合,主板
603192,汇得科技,综合,主板
603193,润本股份,综合,主板
603196,日播时尚,综合,主板
603199,九华旅游,综合,主板
603200,上海洗霸,综合,主板
603202,天有为,综合,主板
603208,江山欧派,综合,主板
603209,兴通股份,综合,主板
603210,泰鸿万立,综合,主板
603212,赛伍技术,综合,主板
603213,镇洋发展,综合,主板
603220,中贝通信,综合,主板
603221,爱丽家居,综合,主板
603222,济民健康,综合,主板
603223,恒通股份,综合,主板
603226,菲林格尔,综合,主板
603230,内蒙新华,综合,主板
603231,索宝蛋白,综合,主板
603232,格尔软件,综合,主板
603236,移远通信,综合,主板
603248,锡华科技,综合,主板
603255,鼎际得,综合,主板
603256,宏和科技,综合,主板
603257,中国瑞林,综合,主板
603258,电魂网络,综合,主板
603259,药明康德,综合,主板
603260,合盛硅业,综合,主板
603261,*ST立航,综合,主板
603262,技源集团,综合,主板
603267,鸿远电子,综合,主板
603268,*ST松发,综合,主板
603270,金帝股份,综合,主板
603271,永杰新材,综合,主板
603272,联翔股份,综合,主板
603276,恒兴新材,综合,主板
603278,大业股份,综合,主板
603284,林平发展,综合,主板
603286,日盈电子,综合,主板
603291,联合水务,综合,主板
603296,华勤技术,综合,主板
603298,杭叉集团,综合,主板
603301,振德医疗,综合,主板
603309,维力医疗,综合,主板
603310,巍华新材,综合,主板
603311,金海高科,综合,主板
603312,西典新能,综合,主板
603313,梦百合,综合,主板
603315,福鞍股份,综合,主板
603316,诚邦股份,综合,主板
603318,水发燃气,综合,主板
603321,梅轮电梯,综合,主板
603322,超讯通信,综合,主板
603324,盛剑科技,综合,主板
603325,博隆技术,综合,主板
603326,我乐家居,综合,主板
603327,福蓉科技,综合,主板
603329,上海雅仕,综合,主板
603330,天洋新材,综合,主板
603331,百达精工,综合,主板
603332,苏州龙杰,综合,主板
603333,尚纬股份,综合,主板
603334,丰倍生物,综合,主板
603335,迪生力,综合,主板
603337,杰克科技,综合,主板
603348,文灿股份,综合,主板
603352,至信股份,综合,主板
603353,和顺石油,综合,主板
603356,华菱精工,综合,主板
603358,华达科技,综合,主板
603359,东珠生态,综合,主板
603363,傲农生物,综合,主板
603370,华新精科,综合,主板
603375,盛景微,综合,主板
603376,大明电子,综合,主板
603377,ST东时,综合,主板
603378,亚士创能,综合,主板
603379,三美股份,综合,主板
603381,永臻股份,综合,主板
603382,海阳科技,综合,主板
603385,惠达卫浴,综合,主板
603386,骏亚科技,综合,主板
603389,*ST亚振,综合,主板
603390,通达电气,综合,主板
603392,万泰生物,综合,主板
603398,*ST沐邦,综合,主板
603399,永杉锂业,综合,主板
603400,华之杰,综合,主板
603402,陕西旅游,综合,主板
603406,天富龙,综合,主板
603409,汇通控股,综合,主板
603418,友升股份,综合,主板
603421,鼎信通讯,综合,主板
603429,集友股份,综合,主板
603439,三力制药,综合,主板
603444,吉比特,综合,主板
603458,勘设股份,综合,主板
603466,风语筑,综合,主板
603477,巨星农牧,综合,主板
603486,科沃斯,综合,主板
603488,展鹏科技,综合,主板
603489,八方股份,综合,主板
603496,恒为科技,综合,主板
603499,翔港科技,综合,主板
603500,祥和实业,综合,主板
603501,豪威集团,综合,主板
603506,南都物业,综合,主板
603507,振江股份,综合,主板
603508,思维列控,综合,主板
603516,淳中科技,综合,主板
603517,ST绝味,综合,主板
603520,司太立,综合,主板
603527,众源新材,综合,主板
603528,多伦科技,综合,主板
603529,爱玛科技,综合,主板
603533,掌阅科技,综合,主板
603536,惠发食品,综合,主板
603538,美诺华,综合,主板
603557,ST起步,综合,主板
603559,ST通脉,综合,主板
603566,普莱柯,综合,主板
603567,珍宝岛,综合,主板
603569,长久物流,综合,主板
603578,三星新材,综合,主板
603580,*ST艾艾,综合,主板
603583,捷昌驱动,综合,主板
603585,苏利股份,综合,主板
603586,金麒麟,综合,主板
603588,高能环境,综合,主板
603589,口子窖,综合,主板
603590,康辰药业,综合,主板
603595,ST东尼,综合,主板
603598,引力传媒,综合,主板
603601,再升科技,综合,主板
603602,纵横通信,综合,主板
603608,天创时尚,综合,主板
603609,禾丰股份,综合,主板
603612,索通发展,综合,主板
603615,茶花股份,综合,主板
603616,韩建河山,综合,主板
603618,杭电股份,综合,主板
603626,科森科技,综合,主板
603628,清源股份,综合,主板
603629,利通电子,综合,主板
603630,拉芳家化,综合,主板
603633,徕木股份,综合,主板
603636,南威软件,综合,主板
603638,艾迪精密,综合,主板
603639,海利尔,综合,主板
603655,朗博科技,综合,主板
603656,泰禾智能,综合,主板
603659,璞泰来,综合,主板
603660,苏州科达,综合,主板
603662,柯力传感,综合,主板
603663,三祥新材,综合,主板
603665,康隆达,综合,主板
603666,亿嘉和,综合,主板
603668,天马科技,综合,主板
603669,灵康药业,综合,主板
603678,火炬电子,综合,主板
603679,华体科技,综合,主板
603680,今创集团,综合,主板
603681,永冠新材,综合,主板
603682,锦和商管,综合,主板
603685,晨丰科技,综合,主板
603688,石英股份,综合,主板
603690,至纯科技,综合,主板
603693,江苏新能,综合,主板
603696,安记食品,综合,主板
603697,有友食品,综合,主板
603699,纽威股份,综合,主板
603700,宁水集团,综合,主板
603701,德宏股份,综合,主板
603703,盛洋科技,综合,主板
603707,健友股份,综合,主板
603708,家家悦,综合,主板
603709,中源家居,综合,主板
603711,香飘飘,综合,主板
603712,七一二,综合,主板
603716,塞力医疗,综合,主板
603717,天域生物,综合,主板
603718,海利生物,综合,主板
603719,良品铺子,综合,主板
603721,*ST天择,综合,主板
603722,阿科力,综合,主板
603726,朗迪集团,综合,主板
603727,博迈科,综合,主板
603729,龙韵股份,综合,主板
603733,仙鹤股份,综合,主板
603737,三棵树,综合,主板
603738,泰晶科技,综合,主板
603759,海天股份,综合,主板
603766,隆鑫通用,综合,主板
603767,中马传动,综合,主板
603768,常青股份,综合,主板
603773,沃格光电,综合,主板
603776,永安行,综合,主板
603777,来伊份,综合,主板
603778,国晟科技,综合,主板
603779,威龙股份,综合,主板
603787,新日股份,综合,主板
603789,*ST星农,综合,主板
603799,华友钴业,综合,主板
603800,洪田股份,综合,主板
603801,志邦家居,综合,主板
603803,瑞斯康达,综合,主板
603806,福斯特,综合,主板
603808,歌力思,综合,主板
603809,豪能股份,综合,主板
603810,丰山集团,综合,主板
603811,诚意药业,综合,主板
603813,*ST原尚,综合,主板
603815,交建股份,综合,主板
603818,曲美家居,综合,主板
603819,神力股份,综合,主板
603822,ST嘉澳,综合,主板
603823,百合花,综合,主板
603825,ST华扬,综合,主板
603826,坤彩科技,综合,主板
603828,ST柯利达,综合,主板
603836,海程邦达,综合,主板
603838,*ST四通,综合,主板
603839,安正时尚,综合,主板
603843,*ST正平,综合,主板
603858,步长制药,综合,主板
603860,中公高科,综合,主板
603861,白云电器,综合,主板
603863,松炀资源,综合,主板
603869,ST智知,综合,主板
603876,鼎胜新材,综合,主板
603877,太平鸟,综合,主板
603879,永悦科技,综合,主板
603880,南卫股份,综合,主板
603882,金域医学,综合,主板
603886,元祖股份,综合,主板
603887,城地香江,综合,主板
603890,春秋电子,综合,主板
603893,瑞芯微,综合,主板
603895,天永智能,综合,主板
603898,好莱客,综合,主板
603900,莱绅通灵,综合,主板
603901,永创智能,综合,主板
603903,中持股份,综合,主板
603906,龙蟠科技,综合,主板
603908,牧高笛,综合,主板
603912,佳力图,综合,主板
603917,合力科技,综合,主板
603918,金桥信息,综合,主板
603920,世运电路,综合,主板
603922,金鸿顺,综合,主板
603928,兴业股份,综合,主板
603929,亚翔集成,综合,主板
603936,博敏电子,综合,主板
603937,丽岛新材,综合,主板
603950,长源东谷,综合,主板
603955,大千生态,综合,主板
603956,威派格,综合,主板
603958,哈森股份,综合,主板
603959,百利科技,综合,主板
603960,克来机电,综合,主板
603968,醋化股份,综合,主板
603969,银龙股份,综合,主板
603976,正川股份,综合,主板
603977,国泰集团,综合,主板
603978,深圳新星,综合,主板
603979,金诚信,综合,主板
603980,吉华集团,综合,主板
603982,泉峰汽车,综合,主板
603985,恒润股份,综合,主板
603986,兆易创新,综合,主板
603988,中电电机,综合,主板
603990,麦迪科技,综合,主板
603991,至正股份,综合,主板
603992,松霖科技,综合,主板
603993,洛阳钼业,综合,主板
603995,甬金股份,综合,主板
603997,继峰股份,综合,主板
605001,威奥股份,综合,主板
605006,山东玻纤,综合,主板
605008,长鸿高科,综合,主板
605016,百龙创园,综合,主板
605020,永和股份,综合,主板
605055,迎丰股份,综合,主板
605056,咸亨国际,综合,主板
605068,明新旭腾,综合,主板
605069,正和生态,综合,主板
605080,浙江自然,综合,主板
605081,*ST太和,综合,主板
605100,华丰股份,综合,主板
605117,德业股份,综合,主板
605118,力鼎光电,综合,主板
605122,四方新材,综合,主板
605128,上海沿浦,综合,主板
605136,丽人丽妆,综合,主板
605138,盛泰集团,综合,主板
605151,西上海,综合,主板
605158,华达新材,综合,主板
605166,聚合顺,综合,主板
605168,三人行,综合,主板
605177,东亚药业,综合,主板
605178,时空科技,综合,主板
605179,一鸣食品,综合,主板
605180,华生科技,综合,主板
605186,健麾信息,综合,主板
